詞項 (Word)|詞類(CKIP_POS)|詞頻(Frequency)
一大早|Nd|3
一月|Nd|3
一百一十|Neu|3
一百九|Neu|3
一來|Neu|3
一致|VH|3
一個樣|VH|3
一家人|Na|3
一般|Ng|3
一般來說|Dk|3
一億|Neu|3
丁|Neu|3
七八點|Nd|3
七十幾|Neu|3
七點|Neu|3
九八|Neu|3
九百多萬|Neu|3
二二八紀念公園|Nc|3
二次大戰|Na|3
人命|Na|3
人頭|Na|3
入侵|VCL|3
入境|VA|3
入學|VA|3
入關|VA|3
八九十|Neu|3
八八|Neu|3
八十幾|Neu|3
八字|Na|3
八百|Neu|3
八舍|Na|3
刁|VH|3
力氣|Na|3
十一月|Nd|3
十一點|Nd|3
十二月|Nd|3
十十|Neu|3
十五號|Nc|3
十萬|Neu|3
十誡|Na|3
十點|Nd|3
三十三|Neu|3
三十萬|Neu|3
三千多|Neu|3
三五|Neu|3
三軍|Na|3
三點鐘|Neu|3
下下|Neqa|3
下台|VA|3
下雨天|Nd|3
下港|Na|3
下載|VC|3
上下|Ncd|3
上司|Na|3
上市|VH|3
上海人|Na|3
口罩|Na|3
土生土長|VH|3
士商|Nc|3
大小|Na|3
大水|Na|3
大半|Neqa|3
大多數|Neqa|3
大而化之|VH|3
大西北|VC|3
大亞百貨|Nc|3
大型|A|3
大要|Na|3
大牌|Na|3
大會|Na|3
大腦|Na|3
大鍋|Na|3
女子|Na|3
女婿|Na|3
子宮頸癌|Na|3
小型|Na|3
小威廉斯|Nb|3
小麥田|Nb|3
小賺|VC|3
山豬窟|Nc|3
己|Nh|3
不比|VJ|3
不合|VH|3
不良|VH|3
不法|A|3
不屑|VL|3
不動產|Na|3
不清|VH|3
不理|VJ|3
不道德|VH|3
不實|VH|3
不滿|VK|3
中|Di|3
中年|Na|3
中油|Nc|3
中國大陸|Nb|3
中華電信|Nb|3
中華職棒|Nb|3
中興|VH|3
之中|Ng|3
之餘|Ng|3
互|D|3
五十萬|Neu|3
五六年級|Neu|3
五年級|Na|3
五百三|Neu|3
五百萬|Neu|3
五萬|Neu|3
五萬多|Neu|3
五號|Nc|3
五億|Neu|3
仇視|VJ|3
介|Nf|3
內行|VI|3
內野|Nc|3
內野席|Na|3
內湖路|Nc|3
六十六|Neu|3
六福村|Nc|3
公告|VE|3
公關|Na|3
凶|VH|3
分到|VC|3
分給|VD|3
分辨|VE|3
升上去|VAC|3
升值|VH|3
升等|VH|3
升遷|VA|3
天母棒球場|Nc|3
天成|VH|3
天成飯店|Nc|3
天狼星|Nb|3
太平洋|Nc|3
太早|D|3
太歲|Nb|3
少有|VH|3
少掉|VJ|3
尺度|Na|3
巴勒斯坦人|Na|3
巴結|VC|3
巴黎|Nc|3
引|VL|3
心聲|Na|3
手冊|Na|3
手札|Na|3
手榴彈|Na|3
支付|VD|3
文學|Na|3
文獻會|Nc|3
斤|Nf|3
方|VH|3
日|D|3
日期|Na|3
比數|Na|3
水災|Na|3
水都|Nc|3
水電|Na|3
火拼|VA|3
牛肉麵|Na|3
王室|Na|3
丘|Na|3
主流|Na|3
主修|VC|3
主編|Na|3
主題曲|Na|3
以下|Ncd|3
他國|Nc|3
代工廠|Nc|3
代步|VA|3
代課|VA|3
充分|VH|3
充滿|VJ|3
凹|VH|3
出入|VCL|3
出局|VH|3
出面|VA|3
出頭天|VH|3
加州|Nc|3
功能|Na|3
北方|Ncd|3
北宜|Nc|3
北政|Nb|3
北路|Nc|3
卡|VA|3
卡片|Na|3
卡拉|Na|3
去世|VH|3
可笑|VH|3
古代|Nd|3
右方|Ncd|3
司令|Na|3
只|D|3
史|Na|3
台大醫院站|Nc|3
台北站|Nc|3
台台|Nf|3
台綜院|Nc|3
台灣書店|Nc|3
四十一|Neu|3
四十八|Neu|3
四十六|Neu|3
四五百|Neu|3
外界|Ncd|3
外省掛|Na|3
外婆|Na|3
外匯|Na|3
外資|Na|3
外銷|VCL|3
外縣市|Nc|3
央圖|Nc|3
失事|VH|3
失掉|VJ|3
失敗|VH|3
失禮|VH|3
奶|Na|3
尼可基嫚|Nb|3
巧克力片|Na|3
左上|Ncd|3
左上角|Ncd|3
左投手|Na|3
市面|Nc|3
市議員|Na|3
平地|Na|3
平靜|VH|3
幼|A|3
幼獅|Nb|3
必|D|3
打不過|VC|3
打扮|Na|3
打扮|VC|3
打來打去|VA|3
打擊|Na|3
打轉|VA|3
打雜|VA|3
本人|Nh|3
本地|Nc|3
本事|Na|3
本性|Na|3
本業|Na|3
末端|Ncd|3
正|VH|3
正南邊|Ncd|3
母子|Na|3
民主|VH|3
民生東路|Nc|3
民俗|Na|3
民情|Na|3
民間團體|Na|3
民謠|Na|3
永安|Nc|3
玉井|Nc|3
生肖|Na|3
生財|VA|3
用戶|Na|3
甩|VC|3
田地|Na|3
由來|Na|3
白人|Na|3
白癡|Na|3
皮|VH|3
目|Na|3
石|Na|3
石斑魚|Na|3
立法|VA|3
立體|VH|3
交友|VA|3
伙食|Na|3
任內|Na|3
企圖心|Na|3
光鮮|VH|3
先考|Nh|3
全壘打牆|Na|3
共產|A|3
共鳴|Na|3
共識|Na|3
再下來|D|3
冰箱|Na|3
划不來|VH|3
划得來|VH|3
匠|Na|3
印刷|VC|3
吉利|VH|3
吉隆坡|Nc|3
同行|Na|3
同伴|Na|3
同修|Na|3
同學們|Na|3
同學會|Na|3
各人|Nh|3
向心力|Na|3
名人|Na|3
名目|Na|3
名號|Na|3
名稱|Na|3
名聲|Na|3
名額|Na|3
合約|Na|3
合庫|Nc|3
合校|VH|3
合格|VH|3
吃香|VH|3
吃掉|VC|3
回報|VC|3
回想起來|VE|3
回應|VC|3
回轉|VA|3
地下水|Na|3
地板|Na|3
地段|Nc|3
地面|Nc|3
地震|Na|3
在|VCL|3
在外|VA|3
多元化|VHC|3
多麼|Dfa|3
好比|VG|3
好在|D|3
好好玩|VH|3
如|Cbb|3
如此|VH|3
存貨|Na|3
安|VC|3
安|VH|3
安心|VH|3
安打|Na|3
安全感|Na|3
安親班|Nc|3
安穩|VH|3
年齡層|Na|3
成人|Na|3
成功大學|Nc|3
成田|Nc|3
收掉|VC|3
收費|VD|3
收獲|VC|3
收穫|Na|3
有力|VH|3
有去|VA|3
有別|VH|3
有利|VK|3
有些|Neqa|3
有差|Na|3
有氧舞蹈|Na|3
有給|A|3
有緣|VH|3
有線電視台|Nc|3
朵|Nf|3
次數|Na|3
次選|A|3
死人|Na|3
死亡|VH|3
死背|VC|3
汗衫|Na|3
池子|Na|3
汐|Nb|3
污|VC|3
灰塵|Na|3
百分之五|Neqa|3
竹|Na|3
竹東|Nc|3
竹聯|Nb|3
米|Na|3
老人家|Na|3
老大哥|Na|3
老鳥|Na|3
老鼠|Na|3
老頭|Na|3
考察|VC|3
考證|VE|3
耳|Na|3
自已|Nh|3
自由式|Na|3
自行|D|3
自助餐|Na|3
自我|VH|3
自私|VH|3
自信|Na|3
自修|VC|3
自強號|Nb|3
自救|VA|3
自創|VC|3
至|Caa|3
色彩|Na|3
行|Na|3
行控中心|Nc|3
衣|Na|3
西方人|Na|3
位數|Na|3
住宅區|Nc|3
住房率|Na|3
伴|VF|3
何|D|3
估計|VE|3
佔領|VC|3
佔據|VC|3
免稅|VH|3
兵役|Na|3
劫|VD|3
吵到|VC|3
含|VC|3
困難|Na|3
坊間|Nc|3
坎坷|VH|3
坐回|VCL|3
坐起來|VA|3
坐捷運|Na|3
壯|VH|3
夾|VC|3
妝|Na|3
宋|Nb|3
希特勒|Nb|3
希望|Na|3
弄成|VG|3
形態|Na|3
志願|VL|3
快速|VH|3
快報|Na|3
我們倆|Nh|3
扶植|VC|3
找來|VC|3
批評|Na|3
扳|VC|3
折|VC|3
投給|VD|3
投資人|Na|3
抓下|VC|3
抓去|VC|3
改短|VA|3
更更|Neqa|3
更動|VH|3
李恕權|Nb|3
村莊|Nc|3
步行|VA|3
求償|VA|3
求籤|VA|3
沅陵|Nb|3
沒落|VH|3
汽|Na|3
汽水|Na|3
牠|Nh|3
私心|Na|3
私生活|Na|3
秀|Na|3
秀山街|Nc|3
育|VC|3
見仁見智|VH|3
見識|VC|3
言詞|Na|3
走下坡|VH|3
走完|VCL|3
走掉|VA|3
走路到|VCL|3
走對|VCL|3
身上|Nc|3
身份證|Na|3
身高|Na|3
身邊|Nc|3
車票|Na|3
車輛|Na|3
那陣子|Nd|3
乳癌|Na|3
事|VC|3
佳|VH|3
佳姿|Nb|3
使命感|Na|3
供應|VD|3
來來回回|VA|3
兒孫|Na|3
兩百八|Neu|3
兩者|Nh|3
兩億六千萬|Neu|3
具有|VJ|3
券|Na|3
刺激|VC|3
制|Na|3
制|VC|3
制定|VC|3
協和工商|Nc|3
取向|Na|3
取捨|VC|3
受害者|Na|3
咒|VC|3
和堂|Nb|3
咚|D|3
周|Nf|3
周年慶|Na|3
命運|Na|3
夜校|Nc|3
奇|Dfa|3
奇|VH|3
委|VF|3
季節|Na|3
官股|Na|3
屈臣|Nb|3
居|VG|3
居多|VI|3
岸|Nc|3
店家|Na|3
念|Na|3
念頭|Na|3
性格|Na|3
性質|Na|3
房地產|Na|3
承德|Nc|3
抽到|VC|3
拍攝|VC|3
拖曳|VC|3
拆掉|VC|3
放空|VH|3
放得開|VH|3
昆陽站|Nc|3
東方書局|Nc|3
東森|Nb|3
東湖|Nc|3
東歐|Nc|3
林口|Nc|3
歧視|Na|3
泳|Nb|3
法文|Na|3
法老王|Na|3
法拉利|Na|3
法治|Na|3
油水|Na|3
油門|Na|3
沮喪|VH|3
爭議權|Na|3
版本|Na|3
物流中心|Nc|3
物資|Na|3
狗仔隊|Na|3
玩家|Na|3
玫瑰唱片行|Nc|3
直升機|Na|3
直行|VA|3
直飛|VCL|3
直路|Na|3
社會學|Na|3
社論|Na|3
空中|Nc|3
空服員|Na|3
空屋|Na|3
空閒|VH|3
股|Na|3
股份|Na|3
虎|Na|3
初鹿|Nc|3
表|Na|3
表|VE|3
表哥|Na|3
近郊|Nc|3
近視|Na|3
邱|Nb|3
金手鍊|Na|3
長輩|Na|3
門生|Na|3
陀螺|Na|3
阿里山|Nc|3
阻力|Na|3
青少年|Na|3
青少年育樂中心|Nc|3
青春期|Na|3
青菜|Na|3
信件|Na|3
信義店|Nc|3
便服|Na|3
保險|VH|3
保薦|VC|3
保證|VE|3
保證金|Na|3
冒|VC|3
冠|Na|3
剎車|Na|3
前天|Nd|3
前年|Nd|3
前後|D|3
前進|VA|3
勇敢|VH|3
勉強|VF|3
南海路|Nc|3
南港交流道|Nc|3
南陽|Nc|3
南路|Nb|3
叛逆|VH|3
垂直|VI|3
城主|Na|3
垮|VH|3
契約|Na|3
姿勢|Na|3
姪子|Na|3
姪兒|Na|3
威|Nb|3
孩|Na|3
宣布|VE|3
宣傳|Na|3
室友|Na|3
客滿|VH|3
度|Na|3
度假|VA|3
律師|Na|3
後|Nd|3
恰到好處|VH|3
恰當|VH|3
拜訪|VC|3
持|VC|3
持有|VJ|3
持續|VL|3
指導|VC|3
挑戰性|Na|3
故宮|Nc|3
故障|VH|3
既|Cbb|3
是非|Na|3
是問|VI|3
星期天|Nd|3
昨|Nd|3
架好|VC|3
枯燥|VH|3
段|Nc|3
流浪|VA|3
流通|VA|3
洗衣機|Na|3
洗溫泉|VA|3
洗碗機|Na|3
炫|Nb|3
甚至|Cbb|3
盃|Na|3
相|Na|3
相片|Na|3
相同|VH|3
相當於|VG|3
相機|Na|3
看中|VC|3
看到|VC|3
看看|Di|3
看病|VA|3
看得出來|VK|3
研究生|Na|3
科|Na|3
科學|Na|3
秒鐘|Nf|3
穿耳洞|VA|3
紅毛城|Nc|3
紅起來|VH|3
美女|Na|3
美工刀|Na|3
美式|A|3
耐性|Na|3
耍|VC|3
胡|Nb|3
胡瓜|Na|3
胎|Na|3
胎教|Na|3
苛刻|VH|3
苦心|D|3
苦撐|VC|3
茂林|Nb|3
英文系|Nc|3
英打|Na|3
要不是|Cbb|3
要要|VC|3
訂好|VC|3
負荷不了|VC|3
軍公教|Na|3
軌|Na|3
迪士尼|Nb|3
重生|VH|3
重慶南|Nb|3
重覆|VC|3
降|VC|3
面向|VJ|3
音樂會|Na|3
頁|Nf|3
風格|Na|3
風景區|Nc|3
風評|Na|3
飛龍|Na|3
食人族|Na|3
食品|Na|3
食品業|Na|3
倒退|VA|3
個中|Nep|3
倉庫|Nc|3
兼|VG|3
原|A|3
原則|Na|3
原點|Na|3
哪|T|3
夏令營|Na|3
夏威夷|Nc|3
套餐|Na|3
孫|Nb|3
孫自強|Nb|3
家|Na|3
家俱|Na|3
家族|Na|3
師院|Nc|3
弱勢|VH|3
弱點|Na|3
徐匯|Nc|3
拿回來|VC|3
效應|Na|3
料|Na|3
旁觀者|Na|3
時有|VJ|3
時刻|Na|3
時空|Na|3
時後|Na|3
校刊社|Nc|3
案件|Na|3
氣|VK|3
氣質|Na|3
氧化|Na|3
泰北|Nc|3
消滅|VC|3
海水|Na|3
海洛英|Na|3
海產|Na|3
烏龍|Na|3
特快|VH|3
班導師|Na|3
珠海|Nc|3
留下|VC|3
留下來|VA|3
留住|VC|3
留給|VD|3
病患|Na|3
真是|VG|3
砸|VC|3
祕書|Na|3
祖母|Na|3
神經|Na|3
神經病|Na|3
祝福|VC|3
站到|VCL|3
笑話|Na|3
粉末|Na|3
粉圓|Na|3
純獨|VH|3
紐|Nc|3
納入|VJ|3
紛紛|D|3
能幹|VH|3
臭氧層|Nc|3
航空版|Na|3
記不記得|VK|3
記起|VK|3
討人厭|VH|3
起飛|VA|3
起點|Na|3
逆來順受|VH|3
退後|VA|3
退票|VA|3
逃兵|Na|3
逃避|VC|3
釘|VC|3
閃|VC|3
院|Nc|3
陣仗|Na|3
馬桶|Na|3
骨折|VH|3
高山|Na|3
高山族|Na|3
高中部|Nc|3
高到|VH|3
高高在上|VH|3
高就|VA|3
高超|VH|3
挹翠山莊|Nc|3
停下來|VHC|3
做股票|VA|3
偶|D|3
偷接|VC|3
偷懶|VH|3
偏向|VL|3
偏好|VJ|3
剪綵|VA|3
副作用|Na|3
動不動|D|3
動腦筋|VA|3
動態|Na|3
動線|Na|3
動機|Na|3
區公所|Nc|3
區域性|Na|3
參與|VC|3
商品|Na|3
商職|Nc|3
問號|Na|3
唸法|Na|3
國力|Na|3
國籍|Na|3
堂姊|Na|3
婚禮|Na|3
婆婆|Na|3
宿|Na|3
密閉|A|3
專用|VI|3
專攻|VC|3
專輯|Na|3
將軍|Na|3
常用|VH|3
常駐|VA|3
帶頭|VA|3
康寧路|Nc|3
張開|VC|3
張誌家|Nb|3
強勢|VH|3
彩票|Na|3
得心應手|VH|3
情侶|Na|3
情境|Na|3
捲|VC|3
接手|VC|3
接送|VC|3
捧場|VA|3
掉到|VCL|3
推手|Nb|3
推出|VC|3
排行|VG|3
排長|Na|3
排氣管|Na|3
排擠|VC|3
掏|VC|3
捨|VC|3
救災|VA|3
教育|VC|3
教育部長|Na|3
教官室|Nc|3
教科書|Na|3
敏感|VH|3
族人|Na|3
梯|Na|3
殺傷力|Na|3
淡|VH|3
清倉|VA|3
清除|VC|3
清華|Nb|3
清潔費|Na|3
涵蓋|VJ|3
深入|VCL|3
深深|VH|3
深造|VA|3
猛|VH|3
球迷|Na|3
理所當然|VH|3
理科|Na|3
現|VH|3
現代|Nd|3
現實|VH|3
瓶|Nf|3
產假|Na|3
畢|VH|3
眼光|Na|3
祭|VC|3
移民|Na|3
移民到|VCL|3
第二次世界大戰|Na|3
第五|Neu|3
統計|Na|3
統統|D|3
紮|VC|3
細|VH|3
細分|VC|3
終生|Na|3
習|VC|3
脫離|VC|3
莊|Nc|3
莊敬路|Nc|3
荷|Nc|3
荷花|Na|3
規|Na|3
規則|Na|3
規矩|Na|3
訪問|Na|3
許昌街|Na|3
設想|VE|3
貨櫃|Na|3
通化街夜市|Nc|3
通航|VA|3
連上|VC|3
連絡|VC|3
連署|VC|3
連線|VB|3
逢|P|3
部落|Nc|3
郭玉玲|Nb|3
野心|Na|3
閉|VC|3
雪霸|Nc|3
章程|Na|3
頂好|Nc|3
頂呱呱|VH|3
傑|Na|3
勞方|Na|3
勞資|Na|3
博|VH|3
博愛大樓|Nc|3
喜宴|Nb|3
喜悅|Na|3
單語|Na|3
單調|VH|3
報名|VA|3
報到|VA|3
媒|Na|3
富貴|Na|3
就是|T|3
就讀|VCL|3
幅|Nf|3
帽子|Na|3
幾年級|Neu|3
幾百萬|Neu|3
復|VHC|3
復興|Nc|3
惡劣|VH|3
愜意|VH|3
掌握在|VCL|3
插隊|VA|3
提|VC|3
提供給|VD|3
握握手|VA|3
換換|VC|3
換算|VC|3
敦化北路|Nc|3
散步|VA|3
普通人|Na|3
普通話|Na|3
景色|Na|3
期|Na|3
期刊|Na|3
期待|VK|3
森林|Na|3
棒|Na|3
棉花|Na|3
殘忍|VH|3
殘留|VJ|3
氯|Na|3
渲染|VC|3
湖南|Nc|3
無心|D|3
無從|D|3
無情|VH|3
無解|VH|3
無蝦米|Nb|3
無薪|Na|3
煮好|VC|3
煮菜|VA|3
畫出來|VB|3
痛苦|Na|3
發育|VH|3
發車|VA|3
發展成|VG|3
發展到|VC|3
發病|VH|3
發覺到|VK|3
睏|VH|3
短短|VH|3
稍|D|3
窗戶|Na|3
答|VE|3
結構|Na|3
絕不|D|3
絕對的|D|3
舒適|VH|3
華南|Nc|3
華南銀行總行|Nc|3
華納|Nb|3
華盛頓|Nc|3
華裔|Na|3
華僑|Na|3
華總|Nb|3
著重|VJ|3
著眼點|Na|3
菲|Nc|3
街角|Nc|3
詞|Na|3
象徵|Na|3
貼切|VH|3
貼心|VH|3
貴賓卡|Na|3
買氣|Na|3
超出|VJ|3
超級|A|3
超強|VH|3
跑完|VC|3
跑步機|Na|3
跑掉|VA|3
跑新聞|VA|3
逮捕|VC|3
進去|VE|3
進度|Na|3
進進出出|VCL|3
郵戳|Na|3
鄉|Nc|3
鄉鎮|Nc|3
量產|VC|3
閔|Nb|3
開刀|VB|3
開口|VA|3
開水|Na|3
開放給|VD|3
開明|VH|3
開墾|VC|3
開竅|VH|3
間接|A|3
閒閒|VH|3
隊|Na|3
隊伍|Na|3
陽明|Nb|3
陽明國中|Nc|3
集合|VAC|3
集滿|VC|3
集數|Na|3
集體|D|3
雲南|Nc|3
順|P|3
順其自然|VI|3
飲|VC|3
飲茶|VA|3
黑板|Na|3
黑松|Nb|3
黑暗|VH|3
亂跑|VA|3
亂葬崗|Nc|3
傳|Na|3
傳奇|Na|3
傳輸|VC|3
傾向於|VL|3
傷|VHC|3
傷到|VC|3
勢|Na|3
匯回|VD|3
塗|VC|3
填補|VC|3
奧運|Nb|3
幹部|Na|3
幹線|Na|3
廈門|Nc|3
微風廣場|Nb|3
意|Na|3
意外險|Na|3
慈善|A|3
感慨|Na|3
感應|VC|3
愛玩|VH|3
搭配|VC|3
搬走|VC|3
搬過來|VB|3
搶走|VC|3
搶到|VC|3
新生代|Na|3
新竹市長|Na|3
新來|VA|3
新路|Nc|3
會心|A|3
會員制|Na|3
會話|Na|3
會談|VA|3
會館|Nc|3
極樂|VH|3
椰林|Na|3
溫水|Na|3
溫度|Na|3
溫暖|VHC|3
滑雪|VA|3
滑輪|Na|3
煙|Na|3
獅子座|Nb|3
瑞克|Nb|3
當完|VC|3
當完|VG|3
當當|VG|3
禁止|VE|3
萬|Neu|3
萬大路|Nc|3
節日|Na|3
節省|VJ|3
經由|P|3
經濟|VH|3
義交|Na|3
聖心|Na|3
腫脹|VH|3
腹地|Na|3
腦筋|Na|3
落到|VCL|3
號稱|VG|3
補助|VD|3
補強|VC|3
補發|VD|3
補過|VA|3
裝扮|Na|3
裡邊|Ncd|3
詩|Na|3
誠意|Na|3
資工|Na|3
資本家|Na|3
資遣|VC|3
資歷|Na|3
跟進|VA|3
路面|Nc|3
路程|Na|3
跳跳|VA|3
載到|VC|3
載客|VA|3
農村|Nc|3
運到|VC|3
遊客|Na|3
道地|VH|3
道具|Na|3
過不去|VI|3
過氣|VH|3
過頭|VH|3
隔開|VC|3
雷諾瓦|Nb|3
電腦化|VHC|3
電鍋|Na|3
零點三三|Neu|3
預防|VE|3
預期|VE|3
頓|Nf|3
飾|VC|3
嘛|T|3
嘉|Nc|3
團隊|Na|3
夢想|Na|3
實|VH|3
實實在在|VH|3
實踐|VC|3
實驗|Na|3
察覺|VK|3
對比|Na|3
對質|VA|3
對錯|Na|3
彰銀儲蓄部|Nc|3
慢慢慢慢|VH|3
摔|VC|3
摻雜|VC|3
旗隊|Na|3
榮總|Nc|3
構成|VG|3
構造|Na|3
歌舞劇|Na|3
歌劇|Na|3
演員|Na|3
演講|Na|3
演藝界|Nc|3
演變|VH|3
漢口|Nc|3
漢聲|Nb|3
漲|VH|3
漲價|VH|3
漁業局|Nc|3
獄|Na|3
疑惑|VH|3
瘋子|Na|3
盡力|VH|3
盡可能|D|3
盡頭|Ncd|3
監|Na|3
監考|VA|3
監理站|Nc|3
睡著|VH|3
睡飽|VH|3
福利品供應站|Nc|3
福利站|Na|3
福特|Nb|3
福智|Nb|3
種田|VA|3
種類|Na|3
管不到|VE|3
算算|VE|3
精英|Na|3
精簡|VJ|3
綠化|VHC|3
緊湊|VH|3
網友|Na|3
網咖|Nb|3
網球|Na|3
維|VC|3
聚集|VAC|3
聚餐|VA|3
腐敗|VH|3
蓉|Nb|3
蓉蓉|Nb|3
蓋起來|VB|3
語文|Na|3
語言所|Nc|3
認可|VC|3
認得|VJ|3
說明|VE|3
說開|VB|3
說話|VA|3
趕去|VCL|3
趕時間|VA|3
趕著|D|3
酸雨|Na|3
酷|VH|3
銜接|VJ|3
閩南|Nc|3
際|Nd|3
骯髒|VH|3
緋聞|Na|3
劇團|Na|3
劍橋|Nc|3
嘻嘻哈哈|VA|3
墳墓|Na|3
審|VC|3
審計部|Nc|3
寫作|VC|3
寫到|VE|3
層|Na|3
影射|VK|3
影藝|Na|3
影響力|Na|3
德昌|Nb|3
徵選|VC|3
慫恿|VF|3
撈|VC|3
播出|VC|3
敵人|Na|3
數|Na|3
暴力|Na|3
暴動|Na|3
標|VC|3
標示|Na|3
標竿|Na|3
標準|VH|3
標籤|Na|3
模糊|VH|3
樂園|Na|3
樂器|Na|3
歐巴桑|Na|3
歐尼爾|Nb|3
潔癖|Na|3
熬夜|VA|3
熱血|Na|3
熱烈|VH|3
獎學金|Na|3
確|D|3
稿|Na|3
緯來體育台|Nb|3
緯度|Na|3
線路|Na|3
緩和|VC|3
蔣|Nb|3
蓬萊|Nc|3
衛視|Nb|3
衝擊|Na|3
課業|Na|3
調回|VC|3
調解|VC|3
豬頭|Na|3
賠償|Na|3
賠償|VD|3
賭錢|VA|3
賣不掉|VC|3
賣得|VC|3
踢來踢去|VB|3
踏進|VCL|3
輪|Nf|3
適用|VJ|3
遮|VC|3
閱讀者|Na|3
震驚|VHC|3
靠邊|D|3
養老|VH|3
餘黨|Na|3
髮帶|Na|3
鬧事|VA|3
鬧到|VC|3
學以致用|VH|3
學生會|Na|3
學系|Na|3
學長學弟制|Na|3
學問|Na|3
學畫|VA|3
導師|Na|3
憲兵隊|Nc|3
戰場|Na|3
擁擠|VH|3
擔|VC|3
樹德|VH|3
機長|Na|3
獨|D|3
磨練|VC|3
縣|Nc|3
縣政府|Nc|3
興農|Nb|3
螃蟹|Na|3
融合|VC|3
融和|VH|3
衡陽路口|Na|3
褲子|Na|3
親|Na|3
親切感|Na|3
親密|VH|3
諺語|Na|3
諧音|Na|3
輸入法|Na|3
選定|VC|3
選項|Na|3
選舉|VC|3
遺憾|VK|3
錢櫃|Na|3
鋼筋|Na|3
雕塑|Na|3
雕塑課|Na|3
靜|VH|3
頭|Ncd|3
頭|Nes|3
頭|Nf|3
頭痛|VH|3
默默|D|3
嚇死|VHC|3
壓低|VC|3
壓到|VC|3
壓歲錢|Na|3
壓錶|Na|3
嬰兒室|Nc|3
應不應該|D|3
應付|VC|3
應酬|Na|3
戲|Na|3
擦|VC|3
濟|VC|3
濤|Na|3
環島|VA|3
環遊|VC|3
矯正|VC|3
績效|Na|3
繃緊|VC|3
總站|Nc|3
聯|Na|3
聯|VC|3
聯合報|Nb|3
聯想|VE|3
舉手|VA|3
薪|Na|3
薪資|Na|3
薄弱|VH|3
薛|Nb|3
虧|Na|3
虧|VC|3
虧損|Na|3
襄理|Na|3
謎|Na|3
賺不到|VC|3
賺得|VC|3
賽車|Na|3
購|VC|3
購買|VC|3
趨向|VK|3
蹋|Nb|3
輾轉|D|3
避|VC|3
邁|VC|3
鍵盤|Na|3
鍋子|Na|3
隱形眼鏡|Na|3
隱藏|VC|3
雖|Cbb|3
黏|VC|3
點菜|VA|3
點綴|VC|3
擺明|VE|3
斷掉|VH|3
禮服|Na|3
禮拜六|Nd|3
翻身|VA|3
翻翻|VC|3
職|Na|3
職場|Nc|3
職業婦女|Na|3
薰衣草|VC|3
蟲子|Na|3
豐富|VHC|3
蹦|VA|3
轉|VJ|3
轉乘|VC|3
轉移|VD|3
轉換|VC|3
轉進|VC|3
轉機|VA|3
轉錯|VC|3
鎮|Nc|3
離奇|VH|3
離譜|VH|3
雙連|Nc|3
雙語|Na|3
題|VC|3
騎車到|VCL|3
爆炸|VH|3
爆笑|VA|3
礙於|VJ|3
穩|VH|3
穩潔|Nb|3
羅福助|Nb|3
藝工隊|Na|3
證券|Na|3
蹬|VC|3
辭|VC|3
辭呈|Na|3
邊線|Nc|3
鏟掉|VC|3
關門|VA|3
關門|VH|3
關島|Nc|3
關起|VC|3
關燈|VA|3
顛倒|VC|3
嚴肅|VH|3
寶寶|Na|3
癢|VH|3
競選|VC|3
籃球場|Nc|3
蘇花公路|Nc|3
警|Na|3
釋放|VC|3
麵包店|Nc|3
屬|VG|3
灌|VC|3
蠟筆|Na|3
護校|Nc|3
護理師|Na|3
轟|VC|3
轟動|VH|3
鐵飯碗|Na|3
響|VH|3
顧|VK|3
顧忌|Na|3
顧忌|VJ|3
魔法|Na|3
彎曲|VH|3
攤|Nf|3
權|Na|3
歡|VH|3
癮|Na|3
聽來|VE|3
聽錯|VJ|3
戀愛|VH|3
變化|VHC|3
變到|VC|3
體育|Na|3
體能|Na|3
體驗|VC|3
靈骨塔|Na|3
鹽|Na|3
觀光客|Na|3
鑽研|VC|3
一九|Neu|2
一千七百多|Neu|2
一千八|Neu|2
一千三|Neu|2
一千五|Neu|2
一千兩百多|Neu|2
一口氣|D|2
一心|Nb|2
一手|D|2
一方|Nh|2
一日|Nd|2
一旦|Cbb|2
一共|Da|2
一多|Neu|2
一年期|Na|2
一百二十|Neu|2
一些些|Neqa|2
一剎那|Na|2
一級|Na|2
一起|VH|2
一國兩制|Na|2
一棒|Na|2
一視同仁|VI|2
一會|Nd|2
一會兒|Nd|2
一萬九千多|Neu|2
一萬二|Neu|2
一萬六千六|Neu|2
一萬兩千多|Neu|2
一零九|Neu|2
一頭|D|2
一壘|Na|2
乙案|Na|2
乙等|Na|2
丁|Nb|2
七千多|Neu|2
七五折|Neqa|2
九一一|Neu|2
九七|Neu|2
九十七|Neu|2
九萬|Neu|2
九號|Nc|2
九點|Neu|2
二一六巷|Nc|2
二七|Neu|2
二九九|Neu|2
二二八|Neu|2
二二八和平公園|Nc|2
二八|Neu|2
二十八|Neu|2
二三|Neu|2
二三五|Neu|2
二手|A|2
二手煙|Na|2
二月|Nd|2
二水|Nc|2
二年|Nd|2
二年級|Nd|2
二重|Nc|2
二專|Nc|2
二號|Nc|2
二零四|Neu|2
二零零二年|Nd|2
人人|Na|2
人工化|VHC|2
人心惶惶|VH|2
人生觀|Na|2
人名|Na|2
人為|A|2
人面|Na|2
人間|Nc|2
人道|Na|2
人種|Na|2
人際|Na|2
人潮|Na|2
入境申報單|Na|2
八七|Neu|2
八九萬|Neu|2
八十一|Neu|2
